feature,dtype_train,dtype_test,n_train_rows,n_test_rows,n_train_nonnull,n_test_nonnull,train_nonnull_rate,test_nonnull_rate,train_missing_rate,test_missing_rate,train_nunique,test_nunique,train_is_constant,test_is_constant,train_zero_rate,test_zero_rate,train_mean,test_mean,train_std,test_std,train_min,test_min,train_max,test_max,mean_shift_sigma,abs_mean_shift_sigma,median_shift_iqr,abs_median_shift_iqr,std_ratio_test_over_train,iqr_ratio_test_over_train,ks_stat,ks_pvalue,wasserstein,psi,drift_flag,drift_reasons,drift_score,train_q01,test_q01,train_q05,test_q05,train_q25,test_q25,train_q50,test_q50,train_q75,test_q75,train_q95,test_q95,train_q99,test_q99,similarity_score
t36_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.002,0.0022,46.87,46.7071,9.524800356008615,9.97515212696005,0.0,0.0,50.0,50.0,-0.0171027206777326,0.0171027206777326,0.0,0.0,1.0472820168525934,0.0,0.0089,0.9999994320209871,0.1737,0.0001340426394875943,False,,0.026136763317220195,4.0,4.0,19.950000000000003,18.950000000000045,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9745289670426316
t42_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,25.0,52.0,False,False,0.975,0.9763,0.005542253085752334,0.004777100919590815,0.04121230084362683,0.03722760548872986,0.0,0.0,0.5,0.6583183846895266,-0.018566111342489564,0.018566111342489564,0.0,0.0,0.9033129605910735,0.0,0.0036,1.0,0.0008039083338406262,0.0041001625453190175,False,,0.02626627388780858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23643167249060712,0.20338905623134246,0.9744059855067595
t18_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.005,0.0047,44.381,44.5446,12.749368038667068,12.496936751973191,0.0,0.0,50.0,50.0,0.012832008575155523,0.012832008575155523,0.0,0.0,0.9802004863355369,0.0,0.0119,0.9994031635654964,0.27479999999999993,0.001705575281742682,False,,0.026437583856898206,3.0,2.0,10.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9742433594865482
t40_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,23.0,49.0,False,False,0.977,0.9781,0.0040652778629098425,0.004170748638684224,0.03219314164174286,0.03386477368687262,0.0,0.0,0.5,0.5,0.0032761877341709205,0.0032761877341709205,0.0,0.0,1.051925098292064,0.0,0.0035,1.0,0.00038752655532001004,0.020458635840177083,False,,0.027234823574348005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15084082364209556,0.17496887455557766,0.9734872465873166
t21_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.803,0.7967,0.217,0.2268,0.4648947484400389,0.47537812153678627,0.0,0.0,3.0,4.0,0.021080040230316573,0.021080040230316573,0.0,0.0,1.0225499925109973,0.0,0.0063,0.9999999999999217,0.013000000000000123,0.00023562362246002828,False,,0.0276156638527766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.973126466611808
t5_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.002,0.0047,44.574,44.3833,12.302189555841995,12.697641675540071,0.0,0.0,50.0,50.0,-0.015501305611847413,0.015501305611847413,0.0,0.0,1.0321448566453972,0.0,0.0122,0.9990872317135413,0.22649999999999998,0.00019652376826457516,False,,0.02789782938011199,2.0,2.0,12.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9728593362270878
t23_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.005,0.0037,44.628,44.4854,12.684419991095789,12.568587183067866,0.0,0.0,50.0,50.0,-0.011242138000798834,0.011242138000798834,0.0,0.0,0.9908681036964855,0.0,0.0167,0.9586575829405464,0.32999999999999996,4.986818044351579e-05,False,,0.027992006181242347,2.0,2.0,9.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9727702102614335
t30_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.003,0.0044,45.776,45.5695,11.246524276784731,11.526372173218578,0.0,0.0,50.0,50.0,-0.01836122831533365,0.01836122831533365,0.0,0.0,1.0248830562710374,0.0,0.0093,0.9999978427620098,0.20990000000000003,0.000426854848459311,False,,0.028088083163792958,3.0,2.0,14.950000000000003,13.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9726793028498533
t26_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,47.0,51.0,False,False,0.002,0.0039,45.646,45.4712,11.377967399414631,11.489428674095405,0.0,0.0,50.0,50.0,-0.015363025210370642,0.015363025210370642,0.0,0.0,1.0097962378311525,0.0,0.0124,0.9988093234918949,0.2054,0.0005676597235770199,False,,0.028330684933947664,2.0,2.0,14.0,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9724498302452508
t46_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,17.0,51.0,False,False,0.0,0.0006,49.304,49.3856,5.131268255890926,4.519154225681124,1.0,0.0,50.0,50.0,0.015902501278567575,0.015902501278567575,0.0,0.0,0.8807090177934181,0.0,0.0047,1.0,0.09999999999999998,0.007804912815526577,False,,0.02840741409409415,15.96,21.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9723772760631857
return_std_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.0024261184682074933,0.00243532724144452,0.0011075182915024101,0.0011372786665895928,0.00027022081549768625,4.964146490379049e-05,0.007746658860117648,0.007846508817833128,0.008314782066686798,0.008314782066686798,0.0023885383293361286,0.0023885383293361286,1.0268712257744654,0.9817289786501123,0.0147,0.9881483851401621,3.162299287278061e-05,0.003055720196637521,False,,0.028459040592660446,0.0005321666511581897,0.0004434870499431201,0.0009035021105749781,0.0008300532319382741,0.0015860030154280463,0.0016188842535853607,0.0022850674466544244,0.0022887125442384547,0.0031120817627826617,0.003117079984547179,0.0044085598809874595,0.004545842480978835,0.005379326801625161,0.005639777837457818,0.9723284647522176
realized_vol_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.005424965816379619,0.005445557259326989,0.002476486186123817,0.0025430324078546487,0.0006042321123882552,0.00011100169002754559,0.017322055809724096,0.01754532710272639,0.008314782070835998,0.008314782070835998,0.0023885383302014018,0.0023885383302014018,1.0268712262869992,0.9817289790057209,0.0147,0.9881483851401621,7.071116171552881e-05,0.003055720196637521,False,,0.02845904059767492,0.0011899608073481294,0.0009916671908136608,0.002020292137060183,0.0018560554515573804,0.0035464105550167594,0.003619935238720874,0.0051095661438911675,0.00511771682987368,0.0069588263731194065,0.0069700027367514865,0.009857839576766343,0.010164812802474969,0.012028540401620385,0.012610926622552442,0.9723284647474766
t8_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,67.0,282.0,False,False,0.797,0.793,0.04265518172243543,0.04446646318313036,0.10631441387224629,0.11099492279725012,0.0,0.0,0.7046880897187134,0.9280334212683368,0.017037026257365608,0.017037026257365608,0.0,0.0,1.0440251585225704,0.0,0.0123,0.9989557571986216,0.0022004582349655385,0.0003658473112889931,False,,0.0297028735686546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31500247034149925,0.31881407581088667,0.475614712250357,0.5,0.9711539373822343
max_amplitude_all,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,10.0,12.0,False,False,0.0,0.0001,0.6517485416666666,0.6484571249999999,0.18769620829754183,0.18533709525688885,0.06770833333333333,0.0,1.0,1.0,-0.017535871909738196,0.017535871909738196,0.0,0.0,0.987431216309385,0.9999999999966668,0.0115,0.9996790689075108,0.0038982083333333325,0.001687231686543313,False,,0.03072310359628151,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,1.0,1.0,1.0,1.0,0.9701926700885174
t13_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,70.0,254.0,False,False,0.791,0.7847,0.04339005253321156,0.04506109688362877,0.11069602715599393,0.10993550257701953,0.0,0.0,0.846023822591216,0.8617840855569707,0.015095793348096085,0.015095793348096085,0.0,0.0,0.993129612692461,0.0,0.0169,0.9543191843258438,0.003081277874811747,0.0003291436854101207,False,,0.0323249370335062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3038445588607261,0.31881407581088667,0.5,0.49804141353252734,0.9686872457751575
t30_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,66.0,188.0,False,False,0.841,0.8343,0.03264772261834635,0.03478598407289218,0.09356545040873311,0.09840302568112748,0.0,0.0,0.7002791943089678,0.9524187090179798,0.0228531091891521,0.0228531091891521,0.0,0.0,1.0517025809228737,0.0,0.0098,0.9999908765958809,0.002391075984018615,4.346826817910564e-05,False,,0.032696577457331205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261022888380508,0.2744058180470132,0.4305746354205832,0.475614712250357,0.9683386406316602
t45_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.981,0.9774,0.019,0.0227,0.13659303663678338,0.14962268776782978,0.0,0.0,1.0,2.0,0.027087764435691112,0.027087764435691112,0.0,0.0,1.095390302835117,0.0,0.0036,1.0,0.0036999999999999256,0.0024470705201538353,False,,0.03313483495584495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.967927869785495
return_skew_w20,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.005799556750307594,0.008677814719354516,0.5286278202273884,0.5164412368293881,-1.7579012156923186,-2.566146974912921,2.050369844891878,2.54727456661441,0.005444772028463048,0.005444772028463048,0.004227785365555271,0.004227785365555271,0.9769467611565824,0.97171660408217,0.0166,0.960726854078068,0.014835618923959466,0.007134998687982576,False,,0.0334075560820009,-1.2482624846929393,-1.234525185118743,-0.8710512892538477,-0.8236070273403882,-0.33635877486209514,-0.32215172731309333,0.006917551635495048,0.009767517777953556,0.3377450161377039,0.3328861192771201,0.8843190608603726,0.8428956647644316,1.2930994556319537,1.282960036879827,0.9676724290572635
t17_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.802,0.796,0.218,0.2303,0.4633472679219019,0.4829961061166564,0.0,0.0,3.0,4.0,0.026545964229245544,0.026545964229245544,0.0,0.0,1.0424062890924912,0.0,0.0067,0.9999999999969502,0.01330000000000009,0.0002182971032319348,False,,0.03346426133247748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9676193337451933
t15_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,182.0,712.0,False,False,0.785,0.7984,0.04299790529489515,0.04169912247957492,0.1169739468651964,0.12230553659945136,0.0,0.0,0.9048374180359595,1.2232917154804355,-0.011103180238979871,0.011103180238979871,0.0,0.0,1.045579292450084,0.0,0.0223,0.7494314138150249,0.003989911931977218,0.0012317908829377127,False,,0.03463497112191759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.2769359089826336,0.6001970974302602,0.6514829409858909,0.966524453465592
t43_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,22.0,51.0,False,False,0.0,0.0008,49.235,49.3613,5.231935411312733,4.583957196174244,1.0,0.0,50.0,50.0,0.02414020626609508,0.02414020626609508,0.0,0.0,0.8761494238368698,0.0,0.0052,1.0,0.12789999999999999,0.005471669552658683,False,,0.034811875818753765,12.99,20.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9663592227416117
t25_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.003,0.0042,45.714,45.4993,11.432362087639756,11.563147069332583,0.0,0.0,50.0,50.0,-0.01878002099252152,0.01878002099252152,0.0,0.0,1.0114398914842992,0.0,0.0166,0.960726854078068,0.2465,1.917985102912128e-05,False,,0.03539920084355064,2.0,2.0,13.0,13.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9658110602995342
high_amplitude_return_mean,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,370.0,3585.0,False,False,0.63,0.6327,5.430847141894373e-05,3.315102500454749e-05,0.0016355763437196794,0.0016017606472147712,-0.008514851400842998,-0.010508406620212057,0.00986842095426195,0.0114425426753786,-0.01293577428085291,0.01293577428085291,0.0,0.0,0.97932490426749,0.0,0.0191,0.8892514542479181,6.301977817774657e-05,0.0033981681327170605,False,,0.035433942413569966,-0.005390862447569144,-0.004917703684085575,-0.00269618032677395,-0.0027030406657538564,0.0,0.0,0.0,0.0,0.0,0.0,0.0028830053706959346,0.00293024007073786,0.005197960743188228,0.005393573541733418,0.9657786547628772
return_after_headline_std,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,9994.0,False,False,0.0,0.0007,0.0025760488671537894,0.00256764255261158,0.0008678081930512783,0.00086768843792933,0.00021726429972360862,0.0,0.006561818450529927,0.0069733464996907185,-0.009686834717433762,0.009686834717433762,0.002377298346637852,0.002377298346637852,0.9998620016234356,0.9889429425338716,0.0175,0.9396967556545414,2.0797725228095436e-05,0.006572038920442894,False,,0.036136171984514506,0.000889889468758487,0.0008673891790612894,0.001356814600783986,0.0013093938451703936,0.0019614290204838444,0.0019576031195639495,0.0024828868453076807,0.0024855835628124845,0.0030957912709099968,0.003079422662388676,0.004113440557588619,0.004109408182566556,0.0048836088103049215,0.0049762857510556755,0.9651241092034236
t8_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.797,0.793,0.221,0.234,0.45866040745781556,0.4877169125411563,0.0,0.0,3.0,4.0,0.028343410044973896,0.028343410044973896,0.0,0.0,1.0633508029248193,0.0,0.0078,0.9999999952934345,0.013000000000000012,9.433601835179633e-05,False,,0.03623774606332569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9650295058243216
t32_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,47.0,51.0,False,False,0.003,0.0033,45.931,45.6935,11.163102340024205,11.323779428620766,0.0,0.0,50.0,50.0,-0.021275447699555975,0.021275447699555975,0.0,0.0,1.0143935873470813,0.0,0.0148,0.9872196167200396,0.26850000000000007,0.0001661457000497861,False,,0.03624159339960576,2.0,2.0,15.0,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9650259228828021
t22_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,6.0,False,False,0.797,0.788,0.223,0.2356,0.4620438122997477,0.4815764026436079,0.0,0.0,2.0,5.0,0.027270141195611483,0.027270141195611483,0.0,0.0,1.0422743251242725,0.0,0.009,0.9999991936071265,0.012600000000000056,0.00036489382397565933,False,,0.03663503501958714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9646596595889748
t36_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,56.0,142.0,False,False,0.872,0.8726,0.023044288652888434,0.025185184018359966,0.07471244246300172,0.08248428122368023,0.0,0.0,0.5625016839755795,0.8397193647515198,0.028655138218819005,0.028655138218819005,0.0,0.0,1.1040233527825458,0.0,0.008,0.9999999869373908,0.002214065044073477,4.026822856188824e-06,False,,0.0366591650416752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1933705117272506,0.20328482987029955,0.4093653765389909,0.4303539882125289,0.9646372054790048
t29_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,5.0,False,False,0.842,0.8302,0.176,0.1863,0.4256820470788088,0.4326789006909284,0.0,0.0,2.0,4.0,0.024196463230381226,0.024196463230381226,0.0,0.0,1.0164368069058074,0.0,0.0118,0.9994858155680741,0.015699999999999936,0.000866946717725563,False,,0.03686340994810679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9644471879377517
t23_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,4.0,False,False,0.801,0.7911,0.221,0.2334,0.4673086532233031,0.4805700102518626,0.0,0.0,3.0,3.0,0.02653492486056775,0.02653492486056775,0.0,0.0,1.0283781542157624,0.0,0.0099,0.9999881411917635,0.012399999999999967,0.000603775347902458,False,,0.03703870020847021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9642841677933287
return_mean_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,5.2524512280453735e-05,5.350948784102265e-05,0.0014176908654394951,0.0014064301411215645,-0.005083179554452988,-0.006463641300568659,0.004700660466808667,0.006023613517412884,0.0006947745689034896,0.0006947745689034896,-0.007725397200543469,0.007725397200543469,0.9920569952275903,0.9845153703456883,0.0198,0.862418062069343,3.3131616235877964e-05,0.009480902394949378,False,,0.03770107416439634,-0.003161634712306762,-0.0033040690416104167,-0.002231640671212541,-0.0022446854516965354,-0.0009052660114524301,-0.0008724990715016489,6.615989651039087e-05,5.1769407846655494e-05,0.0009574846384426498,0.0009614075754259924,0.0024360534230447495,0.002381640515054485,0.0035384494104568186,0.0033711811798795796,0.9636686565109754
t6_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.007,0.0046,44.591,44.7853,12.431261209356647,12.395562468354983,0.0,0.0,50.0,50.0,0.015629950712783575,0.015629950712783575,0.0,0.0,0.9971283089944413,0.0,0.0175,0.9396967556545414,0.32009999999999994,0.004704949030457628,False,,0.0378348997432412,1.0,2.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9635443944382662
t37_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,47.0,51.0,False,False,0.005,0.0032,46.455,46.6934,10.33338055786942,10.050198858217133,0.0,0.0,50.0,50.0,0.023070862305407037,0.023070862305407037,0.0,0.0,0.972595444630402,0.0,0.0135,0.9958399510072623,0.2752,0.0012988881636264032,False,,0.03786975046903344,2.0,3.0,20.0,19.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9635120394905821
return_skew_w50,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.006455936527267659,0.00878160191473755,0.35077311228926417,0.33783200512339795,-1.2031567860995311,-1.4586626194873065,1.3774433886923423,1.5054427508993775,0.006630113044540901,0.006630113044540901,0.0029087496811461048,0.0029087496811461048,0.9631069009754731,0.9466303007706046,0.0208,0.8199441510916472,0.011521282764468666,0.007658428395508669,False,,0.037997291121195674,-0.827732166413909,-0.8041567779241453,-0.5570078426296937,-0.5432300948767107,-0.21793700333851496,-0.21009368444112703,0.007455882898195921,0.008794688566196708,0.24233143319135594,0.22561036406730722,0.5668377389131954,0.566641135162287,0.8303856629844735,0.8452749121747153,0.9633936509794233
t21_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.001,0.0049,44.865,44.5328,12.111707908815688,12.672481341013441,0.0,0.0,50.0,50.0,-0.027428006231736822,0.027428006231736822,0.0,0.0,1.0463001119593165,0.0,0.0101,0.9999804286144982,0.33219999999999994,0.0005328310848861064,False,,0.03806083731662293,3.0,2.0,11.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9633346756294074
close_kurt_w10,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,-0.35896696478124457,-0.358878569134106,1.2162270390800591,1.2015667890303583,-2.166320228017702,-2.3940546400843252,7.744772684918038,7.420544507171176,7.268021865832933e-05,7.268021865832933e-05,0.010940401432223239,0.010940401432223239,0.9879461238900118,1.0041456071948147,0.02,0.8542864267989009,0.029717659682669928,0.00706195147552313,False,,0.0380750331264047,-1.978311806455549,-2.02233282628409,-1.746939321362042,-1.7607949057776984,-1.2117640554116043,-1.2054002971727589,-0.6388102666191193,-0.6236835087973536,0.17088702146765167,0.18298270795973048,2.138318028990445,1.9968538542013734,3.781541114648918,3.880802296995765,0.9633215019036409
return_cumulative_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,997.0,9792.0,False,False,0.003,0.0041,0.00021149360128705974,0.00021508612141169102,0.0056714739564973134,0.005626431433557794,-0.020179372000590945,-0.025623670222165273,0.01892225402177905,0.0242906713177109,0.000633436766448026,0.000633436766448026,-0.006639120786164601,0.006639120786164601,0.9920580568160811,0.9847495662035521,0.0204,0.8374599295210575,0.00013266696239461496,0.01041046507573039,False,,0.03808302262834302,-0.012587897640386782,-0.013167120392141707,-0.008899046556291628,-0.008965229241539202,-0.0036261119189307522,-0.003497662194013429,0.00024933771607960065,0.00019983014686919542,0.003830834685646156,0.003845562741031483,0.00976833007603755,0.009556142905942365,0.014223010321214443,0.013541801976103336,0.9633140877962536
return_std_w20,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.0026294238313757474,0.002630035201308394,0.0006608815844167162,0.0006436317766813506,0.0010526376980422698,0.0008677560521487286,0.005100562009122725,0.005521740087858119,0.0009250824143651582,0.0009250824143651582,0.006097498811406525,0.006097498811406525,0.9738987904701736,1.0106203771072864,0.0188,0.8999163473270589,1.854131562167156e-05,0.012331227090715064,False,,0.03815380831648675,0.0013876151084659862,0.0014343661664905029,0.0016642307249072367,0.0016661635878353553,0.0021516757821488765,0.0021500249590887576,0.0025661836787705533,0.002571694861296603,0.0030555189300380294,0.0030634672630649503,0.0038171687659740534,0.003764528453081655,0.0043055317946087855,0.004280210639576268,0.9632484049946717
realized_vol_w20,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,10000.0,False,False,0.0,0.0,0.011759140857228232,0.011761874986685829,0.002955552295667086,0.0028784088102769283,0.004707538897002825,0.0038807230409828196,0.02281040675170263,0.02469397238107283,0.000925082415452323,0.000925082415452323,0.006097498816644646,0.006097498816644646,0.9738987916142946,1.0106203779754,0.0188,0.8999163473270589,8.291928424467276e-05,0.012331227090715064,False,,0.03815380832281204,0.006205603418271379,0.006414680505797091,0.007442666062272668,0.0074513100880695925,0.009622586628849834,0.009615203923687332,0.011476322296962882,0.011500969054492195,0.013664696068204918,0.01370024209411692,0.01707089768461394,0.01683548304864542,0.019254923544063815,0.019141683896220778,0.9632484049888027
return_positive_ratio_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,5.0,5.0,False,False,0.071,0.0665,0.50375,0.499575,0.2580989200917984,0.25575889160704385,0.0,0.0,1.0,1.0,-0.016175968494943474,0.016175968494943474,0.0,0.0,0.9909335983083029,0.999999999998,0.0197,0.8664095603315267,0.008074999999999995,0.0024546030144794355,False,,0.03833057150942291,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.5,0.75,0.75,1.0,1.0,1.0,1.0,0.9630844236304228
t19_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.003,0.0046,44.921,44.6275,12.164651155612221,12.47237346137358,0.0,0.0,50.0,50.0,-0.02412728455962092,0.02412728455962092,0.0,0.0,1.0252964348770794,0.0,0.0136,0.995409687695639,0.2975,0.0007603767765969308,False,,0.03848766133621785,2.99,2.0,12.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9629387398915303
slope_linreg_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,817.0,3123.0,False,False,0.001,0.0012,6.56900000000005e-05,5.232599999999999e-05,0.0014606412279189913,0.0014356058463723996,-0.0052499999999999995,-0.007190000000000008,0.00457000000000003,0.005930000000000002,-0.00914940625761406,0.00914940625761406,0.0051480051453543655,0.0051480051453543655,0.982860005557203,0.962676962181369,0.0191,0.8892514542479181,3.8552000000000494e-05,0.00545279654058915,False,,0.03885020794355758,-0.003290599999999993,-0.0033601000000000074,-0.002370500000000016,-0.0022899999999999926,-0.0009000000000000092,-0.0008800000000000141,4.999999999999449e-05,5.9999999999993395e-05,0.001042499999999999,0.0009899999999999798,0.002460499999999996,0.002400000000000003,0.003539999999999988,0.0034101000000000487,0.9626026855012495
t6_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,182.0,698.0,False,False,0.788,0.8046,0.047170775830067437,0.044388964536644156,0.13470345004006298,0.1340305110567756,0.0,0.0,1.0727609251513488,1.6146494074481312,-0.020651373758988904,0.020651373758988904,0.0,0.0,0.9950042928812718,0.0,0.017,0.9520496717965611,0.004070514880746362,0.0013946834547677092,False,,0.03904605721375662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33287108369807955,0.3146540663269662,0.7082909389331205,0.6761607838683532,0.9624212450038451
t13_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.005,0.0056,44.567,44.2828,12.465428107285282,12.813596020801437,0.0,0.0,50.0,50.0,-0.022799056522886534,0.022799056522886534,0.0,0.0,1.0279306824056564,0.0,0.0159,0.9733803935866902,0.2881999999999999,0.00041003246997877677,False,,0.03910908899286531,2.99,1.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9623628650666783
t25_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,60.0,187.0,False,False,0.839,0.8286,0.033257301683169385,0.03532125032509796,0.0937420825732737,0.0991857031644792,0.0,0.0,0.5625016839755795,0.93069468457825,0.02201731159848373,0.02201731159848373,0.0,0.0,1.0580701904706715,0.0,0.0172,0.9473095175693547,0.002621396368404432,4.929836435477536e-05,False,,0.039266609962838504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746888302066512,0.2744058180470132,0.45241870901797976,0.475614712250357,0.9622170003477332
