feature,dtype_train,dtype_test,n_train_rows,n_test_rows,n_train_nonnull,n_test_nonnull,train_nonnull_rate,test_nonnull_rate,train_missing_rate,test_missing_rate,train_nunique,test_nunique,train_is_constant,test_is_constant,train_zero_rate,test_zero_rate,train_mean,test_mean,train_std,test_std,train_min,test_min,train_max,test_max,mean_shift_sigma,abs_mean_shift_sigma,median_shift_iqr,abs_median_shift_iqr,std_ratio_test_over_train,iqr_ratio_test_over_train,ks_stat,ks_pvalue,wasserstein,psi,drift_flag,drift_reasons,drift_score,train_q01,test_q01,train_q05,test_q05,train_q25,test_q25,train_q50,test_q50,train_q75,test_q75,train_q95,test_q95,train_q99,test_q99,similarity_score
t22_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,69.0,265.0,False,False,0.797,0.787,0.04448914489041321,0.04391157963825524,0.11283980913311764,0.10821170360166094,0.0,0.0,0.8418191005536821,0.884980088789348,-0.005118452934207779,0.005118452934207779,0.0,0.0,0.9589851704999262,0.0,0.0141,0.9927293613928884,0.0027706420719783827,0.0037100535508864407,False,,0.02292850648509422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31382256215377763,0.31881407581088667,0.5,0.48184660450014205,0.9775854262152892
t41_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.974,0.9766,0.026,0.0237,0.15921478998305827,0.1540801222364742,0.0,0.0,1.0,2.0,-0.014445894129749457,0.014445894129749457,0.0,0.0,0.967750057968244,0.0,0.0026,1.0,0.0029000000000000137,0.006205684464459743,False,,0.023251578594209198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9772767723201041
t13_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.005,0.004,44.567,44.4307,12.465428107285282,12.613576326354634,0.0,0.0,50.0,50.0,-0.010934241393629198,0.010934241393629198,0.0,0.0,1.0118847277280238,0.0,0.0123,0.9989557571986216,0.1639,0.0001455777237024808,False,,0.02337981911733168,2.99,2.0,10.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9771543090057249
t7_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,71.0,280.0,False,False,0.786,0.7966,0.04215702256837922,0.043357571644965856,0.10790927466819429,0.11083222988792349,0.0,0.0,0.9980377494410464,0.9288489977625265,0.011125541157301145,0.011125541157301145,0.0,0.0,1.0270871547203868,0.0,0.0119,0.9994031635654964,0.0035004218868945943,0.0007087570967306801,False,,0.023734298254031824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26494054392510336,0.31881407581088667,0.475614712250357,0.5,0.9768159586969877
t31_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,4.0,False,False,0.837,0.8306,0.177,0.1845,0.41694705280748157,0.42694025085224724,0.0,0.0,2.0,3.0,0.017987895464139474,0.017987895464139474,0.0,0.0,1.0239675469018268,0.0,0.0064,0.9999999999997918,0.007499999999999951,0.00023774154169533675,False,,0.02462563700583481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9759662103733847
t6_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.788,0.7958,0.239,0.2308,0.4961099929704351,0.48513389439364984,0.0,0.0,3.0,4.0,-0.016528592683421564,0.016528592683421564,0.0,0.0,0.9778756752871591,0.0,0.0078,0.9999999952934345,0.013599999999999834,0.00038455702093412645,False,,0.02471314970435569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9758828607679272
t23_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,69.0,260.0,False,False,0.801,0.7896,0.04321816837219359,0.04424105777109043,0.11073616052937878,0.11058196530923646,0.0,0.0,0.7268245270649929,1.1983678674505727,0.009237175950454089,0.009237175950454089,0.0,0.0,0.9986075440903514,0.0,0.0155,0.979223266319427,0.0030690072207451395,0.0001966366873978401,False,,0.02493381263785193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33516002301781966,0.31881407581088667,0.48215444851092293,0.5,0.9756727582499397
t8_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,67.0,249.0,False,False,0.797,0.7965,0.04265518172243543,0.041321698228723114,0.10631441387224629,0.10484928658089795,0.0,0.0,0.7046880897187134,0.8946149941989174,-0.012542828814370998,0.012542828814370998,0.0,0.0,0.9862189214145963,0.0,0.0104,0.9999606948921306,0.0025028796569977023,0.002058458102980329,False,,0.025001286917351328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31500247034149925,0.28855434530568463,0.475614712250357,0.475614712250357,0.9756085311926372
t7_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.786,0.7966,0.237,0.2304,0.48068915326025624,0.4851178969460865,0.0,0.0,3.0,4.0,-0.013730286933295689,0.013730286933295689,0.0,0.0,1.0092133214464758,0.0,0.0106,0.999939466227101,0.015399999999999858,0.0007013072255095951,False,,0.025031594158805286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9755796852492654
high_amplitude_return_mean,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,370.0,3611.0,False,False,0.63,0.6289,5.430847141894373e-05,6.367933681657887e-05,0.0016355763437196794,0.0016067513561679916,-0.008514851400842998,-0.009871286074990175,0.00986842095426195,0.011517813455170228,0.005729396507774271,0.005729396507774271,0.0,0.0,0.9823762500327503,0.0,0.0175,0.9396967556545414,5.590726188434245e-05,0.0019999875253547926,False,,0.025229384033129066,-0.005390862447569144,-0.004797851804776191,-0.00269618032677395,-0.0026146817309417422,0.0,0.0,0.0,0.0,0.0,0.0,0.0028830053706959346,0.0029752950497448204,0.005197960743188228,0.005332098424998849,0.9753914739217875
t16_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.007,0.0044,44.709,44.6023,12.546462957054182,12.428402199322438,0.0,0.0,50.0,50.0,-0.00850438887559171,0.00850438887559171,0.0,0.0,0.9905901162632967,0.0,0.0173,0.9448388558587343,0.2344999999999999,1.121593138577293e-07,False,,0.025804501034905565,1.0,2.0,10.950000000000003,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.974844620969325
t26_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,47.0,51.0,False,False,0.002,0.0027,45.646,45.4941,11.377967399414631,11.464986252978155,0.0,0.0,50.0,50.0,-0.013350363440819775,0.013350363440819775,0.0,0.0,1.0076480139648663,0.0,0.0132,0.9969467896317533,0.18510000000000001,0.00034307199414360465,False,,0.026893435434963378,2.0,2.0,14.0,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.973810879973566
t21_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,165.0,726.0,False,False,0.803,0.7972,0.03929129300396899,0.0412293118464053,0.11321355900325446,0.12078833353632219,0.0,0.0,0.951229424500714,1.5926545765453743,0.017118257384378128,0.017118257384378128,0.0,0.0,1.0669069553036759,0.0,0.0098,0.9999908765958809,0.002551841263373545,3.886517470928443e-06,False,,0.026922143901849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28004645111885224,0.2749896737993229,0.5771237541745918,0.6363378675786537,0.9737836562764566
t26_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,60.0,213.0,False,False,0.839,0.8258,0.03397923659393356,0.03533008725960841,0.09924361790483151,0.09827454325993405,0.0,0.0,0.7788800421066737,0.9798517817832803,0.01361146131287374,0.01361146131287374,0.0,0.0,0.9902353958234676,0.0,0.0132,0.9969467896317533,0.0025809746555516587,0.0002259115656952077,False,,0.02703737287856895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2489291637199443,0.26116358835326886,0.475614712250357,0.475614712250357,0.9736744021273648
t46_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,17.0,51.0,False,False,0.0,0.0007,49.304,49.3727,5.131268255890926,4.5783283869860085,1.0,0.0,50.0,50.0,0.013388502914677223,0.013388502914677223,0.0,0.0,0.8922410910263735,0.0,0.0049,1.0,0.09309999999999999,0.00932341008712116,False,,0.027611913001798383,15.96,19.99000000000001,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9731300185873282
t37_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,47.0,51.0,False,False,0.005,0.0033,46.455,46.6045,10.33338055786942,10.203572464539265,0.0,0.0,50.0,50.0,0.014467675816520337,0.014467675816520337,0.0,0.0,0.9874379838617009,0.0,0.0124,0.9988093234918949,0.24150000000000005,0.0009688873251510876,False,,0.027836563141671426,2.0,3.0,20.0,18.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9729173254387968
t8_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,51.0,51.0,False,False,0.004,0.0038,44.545,44.7271,12.60217401045509,12.233339325347963,0.0,0.0,50.0,50.0,0.01444988776134253,0.01444988776134253,0.0,0.0,0.9707324557808753,0.0,0.012,0.9993098578647405,0.22509999999999988,0.0020779542545935436,False,,0.028527842015936073,2.99,2.0,11.0,12.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9722634226799142
t30_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,66.0,197.0,False,False,0.841,0.8291,0.03264772261834635,0.03419198050319565,0.09356545040873311,0.09594381265962489,0.0,0.0,0.7002791943089678,0.7848912296447443,0.016504573836676122,0.016504573836676122,0.0,0.0,1.0254192358341319,0.0,0.0124,0.9988093234918949,0.0019434480841611147,4.472849223024778e-06,False,,0.028909046685899144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261022888380508,0.261022888380508,0.4305746354205832,0.475614712250357,0.9719032048760629
close_std_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,1000.0,9894.0,False,False,0.0,0.0,0.002501843199928359,0.0025034391595990095,0.0012481131316357482,0.0013006359750445792,0.00021213203435594088,0.00018165902124586922,0.008312219920093547,0.010186854274014176,0.0012786979232243005,0.0012786979232243005,-0.004165890634137165,0.004165890634137165,1.0420817961412792,1.0354715509290733,0.0213,0.7971962978606857,3.573125556755725e-05,0.0022205260453021657,False,,0.02896511460266363,0.0005096195696771465,0.0005540577295255146,0.000912140340079305,0.0008898875996154666,0.0016091923215011367,0.001562049935181325,0.002257207526877261,0.0022507776324309026,0.0031526544540647914,0.003160261064422779,0.00482414123109312,0.0049936459197307435,0.006452476903038272,0.006646209445571035,0.9718502462410025
t25_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,60.0,208.0,False,False,0.839,0.831,0.033257301683169385,0.03478729371044669,0.0937420825732737,0.09922124353236493,0.0,0.0,0.5625016839755795,1.3827726972305086,0.016321293332320234,0.016321293332320234,0.0,0.0,1.05844931974655,0.0,0.0132,0.9969467896317533,0.0023291469099096128,0.00012356109871482617,False,,0.02964485443103506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746888302066512,0.261022888380508,0.45241870901797976,0.475614712250357,0.9712086606333634
t39_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,4.0,False,False,0.895,0.8865,0.112,0.119,0.33700084505764905,0.34066201000479357,0.0,0.0,2.0,3.0,0.020771461266756663,0.020771461266756663,0.0,0.0,1.0108639636957213,0.0,0.0085,0.9999998768358633,0.010200000000000098,0.0007276115740457788,False,,0.029999072840802443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9708746603450205
t30_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.003,0.0035,45.776,45.5987,11.246524276784731,11.356555615394333,0.0,0.0,50.0,50.0,-0.01576487060682138,0.01576487060682138,0.0,0.0,1.009783586101861,0.0,0.0144,0.9906428401381207,0.1947,0.00010136099273215012,False,,0.030266231599553533,3.0,2.990000000000009,14.950000000000003,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9706229024389519
t45_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.981,0.9783,0.019,0.022,0.13659303663678338,0.14872192784247426,0.0,0.0,1.0,2.0,0.02196305224515494,0.02196305224515494,0.0,0.0,1.0887958237348088,0.0,0.0027,1.0,0.0030000000000000027,0.006148713991009472,False,,0.030811766236164412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9701092214452806
t29_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,67.0,189.0,False,False,0.842,0.8246,0.03585066560449205,0.037194132640837395,0.10379924175183546,0.1027785022011622,0.0,0.0,0.8279587571097138,0.975614712250357,0.012942936900679674,0.012942936900679674,0.0,0.0,0.9901662137946651,0.0,0.0177,0.9342881454728381,0.002564171743613079,0.0002172377098891583,False,,0.030860174610568832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3032653298563167,0.2884749051902433,0.5,0.475614712250357,0.9700636658873479
max_return_post_headline,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,988.0,8439.0,False,False,0.0,0.0,0.005120047278475634,0.005115902437096392,0.0017664718572681752,0.0017403507567136259,0.001297275708040437,-0.0014129995820246991,0.012449759705423329,0.013627254372472457,-0.0023463953642064777,0.0023463953642064777,0.004225280391160097,0.004225280391160097,0.9852128402542693,1.0082189714577554,0.0185,0.910045116109229,3.872353595302505e-05,0.006007183338418827,False,,0.0310788590937854,0.0019204417622308901,0.0017513008469422547,0.002597856772994125,0.0025989603898543905,0.00385637773827566,0.003884365397684308,0.004906344064806858,0.004916003212428488,0.006142414811132095,0.00618919134500214,0.008262455780430791,0.008259730258514406,0.009902186529996734,0.00990199030499368,0.9698579222920926
t21_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.803,0.7972,0.217,0.2287,0.4648947484400389,0.482306512455716,0.0,0.0,3.0,4.0,0.025166986805582,0.025166986805582,0.0,0.0,1.0374531312153237,0.0,0.0068,0.9999999999930971,0.013700000000000045,0.0002046281469562606,False,,0.03217161495253826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9688311376843883
t3_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,4.0,5.0,False,False,0.782,0.7966,0.238,0.2303,0.47284202391452007,0.4846497689464568,0.0,0.0,3.0,4.0,-0.01628450858965044,0.01628450858965044,0.0,0.0,1.024971860439051,0.0,0.0146,0.9890275897282012,0.021499999999999964,0.0012963654762584475,False,,0.03218087406590889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9688224468458287
t23_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.005,0.0047,44.628,44.4378,12.684419991095789,12.657794165466331,0.0,0.0,50.0,50.0,-0.014994773125889784,0.014994773125889784,0.0,0.0,0.9979009031828695,0.0,0.0172,0.9473095175693547,0.349,0.00030157881694394917,False,,0.032496351942833734,2.0,2.0,9.0,10.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9685264244452916
t5_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,70.0,267.0,False,False,0.786,0.7888,0.04230663505083166,0.04448638302751831,0.10394262402799892,0.11114473709040104,0.0,0.0,0.7140746741084675,1.0993392121901366,0.02097068451993788,0.02097068451993788,0.0,0.0,1.0692893134908044,0.0,0.012,0.9993098578647405,0.002717388279303705,0.000234473690905667,False,,0.03320515821084355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884749051902433,0.31881407581088667,0.475614712250357,0.5,0.9678619895119925
t4_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,179.0,692.0,False,False,0.787,0.7914,0.04127463898488091,0.04289487906559214,0.12182636424554091,0.12277712711394961,0.0,0.0,1.200726361101368,1.5220739106142958,0.01329958495217291,0.01329958495217291,0.0,0.0,1.007804245602246,0.0,0.0151,0.9841227389698884,0.003913527975961993,0.005374460149130069,False,,0.03377404510130298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26367335183595386,0.2865047968601901,0.6203614974521858,0.6197430518603532,0.9673293740916147
slope_linreg_w5,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,817.0,3216.0,False,False,0.001,0.001,6.56900000000005e-05,7.26990000000002e-05,0.0014606412279189913,0.001466748724417737,-0.0052499999999999995,-0.006019999999999992,0.00457000000000003,0.006340000000000035,0.00479857740643608,0.00479857740643608,-0.005148005145354362,0.005148005145354362,1.0041813796419166,0.9626769621813875,0.0198,0.862418062069343,3.772699999999875e-05,0.004052290021793612,False,,0.033798872573584056,-0.003290599999999993,-0.0034601000000000076,-0.002370500000000016,-0.002280500000000013,-0.0009000000000000092,-0.0008500000000000092,4.999999999999449e-05,3.99999999999956e-05,0.001042499999999999,0.0010200000000000209,0.002460499999999996,0.0025099999999999797,0.003539999999999988,0.0036599999999999745,0.9673061429352852
t36_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,49.0,51.0,False,False,0.002,0.0021,46.87,46.6555,9.524800356008615,10.120902282716775,0.0,0.0,50.0,50.0,-0.02252015706183872,0.02252015706183872,0.0,0.0,1.0625841912089058,0.0,0.0118,0.9994858155680741,0.21530000000000002,0.0002404747365912209,False,,0.03456063179842994,4.0,3.0,19.950000000000003,18.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.9665939039857419
t42_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,3.0,False,False,0.975,0.9794,0.025,0.0207,0.15620307103062794,0.14308583911671893,0.0,0.0,1.0,2.0,-0.027528267988593765,0.027528267988593765,0.0,0.0,0.916024494087872,0.0,0.0044,1.0,0.0045000000000000595,0.0027549090206214566,False,,0.03468317700921522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9664794230930978
t43_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,2.0,4.0,False,False,0.973,0.9775,0.027,0.0228,0.16216441439877397,0.1519291553548057,0.0,0.0,1.0,3.0,-0.025899640285112102,0.025899640285112102,0.0,0.0,0.9368834458358052,0.0,0.0045,1.0,0.0048000000000000265,0.0046037759369097365,False,,0.035003416222021834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9661803858099409
headline_price_corr,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,957.0,9613.0,False,False,0.043,0.038,-0.010757399792555097,-0.014964176981248727,0.3574740399147901,0.3545982424407505,-1.0,-1.0,0.9999999999999999,1.0,-0.0117680634646494,0.0117680634646494,0.0,0.0,0.9919552270824561,1.0329275980981667,0.0203,0.8417341030702168,0.008558575270937376,0.003142038551367279,False,,0.03521010201601668,-0.8041356741870714,-0.7979070979491318,-0.6054901638345118,-0.5989032227662358,-0.25027114301084913,-0.2615515298467534,0.0,0.0,0.22045685713968002,0.22467641270731903,0.5913352505378962,0.5825875462939963,0.8585398562502439,0.8015529748543029,0.9659874822053544
t37_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,60.0,139.0,False,False,0.864,0.8701,0.028329491267726995,0.02616477759282942,0.0930885978035973,0.08487253688373231,0.0,0.0,0.9093653765389909,0.9280334212683368,-0.023254337544556577,0.023254337544556577,0.0,0.0,0.9117393417171095,0.0,0.0119,0.9994031635654964,0.0026069368246293867,0.0009578228696166014,False,,0.03611216041417318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1849069760499492,0.21370746597436333,0.47585856512785324,0.45241870901797976,0.9651464756482176
amplitude_trend,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,959.0,9638.0,False,False,0.042,0.0363,0.0001451123754823494,2.588382777868343e-05,0.007201553739347139,0.006093567652040132,-0.029130697513812157,-0.08333333333333333,0.1440972222222222,0.15027343750000002,-0.016555947786056336,0.016555947786056336,0.0,0.0,0.8461462445111743,0.9850697015863334,0.0166,0.960726854078068,0.00033093093546584325,0.003564170435760205,False,,0.03672011822181654,-0.013644471483674769,-0.015029756447178348,-0.009150716666323722,-0.00890611413834007,-0.00313289834541393,-0.0031222195818437653,0.0,0.0,0.0032713219207529207,0.003186383765627434,0.008122665405487698,0.008848842844742515,0.012654301025548861,0.01485018506439968,0.9645804903595399
t30_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,3.0,5.0,False,False,0.841,0.8291,0.177,0.1873,0.42644208616511203,0.4334022309003207,0.0,0.0,2.0,4.0,0.02415333836442176,0.02415333836442176,0.0,0.0,1.016321430177737,0.0,0.0119,0.9994031635654964,0.016100000000000003,0.0008655378780797788,False,,0.036918876242501536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.9643955982590606
t46_amplitude_sum_weighted,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,18.0,53.0,False,False,0.978,0.9763,0.005672731333522086,0.004645764324772303,0.04407040083353772,0.035961644905778835,0.0,0.0,0.475614712250357,0.5,-0.023302874248989247,0.023302874248989247,0.0,0.0,0.8160044888358696,0.0,0.0059,1.0,0.00127399554369193,0.00809443960914793,False,,0.03729731385813718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27514138950683653,0.1840340284971385,0.9640437574070128
trend_consistency_w10,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,9.0,9.0,False,False,0.004,0.0045,0.499,0.4949125,0.18123008675257082,0.18267359362516192,0.0,0.0,1.0,1.0,-0.02255420208211915,0.02255420208211915,0.0,0.0,1.007965050933038,0.9999999999960001,0.0135,0.9958399510072623,0.004312500000000007,0.0013392455589135326,False,,0.03739344764103268,0.125,0.125,0.25,0.25,0.375,0.375,0.5,0.5,0.625,0.625,0.75,0.75,0.875,0.875,0.9639544208361225
t15_recency,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,50.0,51.0,False,False,0.006,0.0039,44.222,44.5134,12.767996621934772,12.502481819429473,0.0,0.0,50.0,50.0,0.022822687742520435,0.022822687742520435,0.0,0.0,0.9792046622216255,0.0,0.0149,0.9862399456620053,0.3202000000000001,0.00037902860925923074,False,,0.03810171635177967,1.9900000000000002,2.0,12.0,11.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.963296740818731
atr_w20,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,920.0,4754.0,False,False,0.0,0.0,0.003950973684210526,0.003951635263157895,0.0007608667371737601,0.0007555109045650737,0.002263157894736844,0.002268421052631569,0.005994736842105286,0.006473684210526328,0.0008695069900900533,0.0008695069900900533,-0.012931034472166958,0.012931034472166958,0.9929608782458522,0.9622844819705595,0.0169,0.9543191843258438,1.8204736842105307e-05,0.007941244484371555,False,,0.038641785946628565,0.0025367894736842175,0.002584210526315797,0.002810263157894754,0.0028052631578947434,0.0033157894736842016,0.0033368421052631585,0.003947368421052623,0.003931578947368414,0.004536842105263151,0.00451184210526318,0.005247368421052627,0.0052105263157894675,0.005574315789473701,0.0056315789473684085,0.9627958488966337
min_return_post_headline,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,984.0,8408.0,False,False,0.0,0.0,-0.004947094270008517,-0.0049500632205662625,0.0017116675493139093,0.0017192021811849455,-0.011205032325486293,-0.013697260410945142,-0.0005797101393264084,0.0023720102552676962,-0.0017345369182238516,0.0017345369182238516,0.01132539664733191,0.01132539664733191,1.0044019242344429,0.977386426279642,0.0151,0.9841227389698884,3.910806609212256e-05,0.011338522427254985,False,,0.039498455992810745,-0.009795280920174749,-0.00974232065661273,-0.00810295815016018,-0.00805242770367523,-0.005978467611658049,-0.005983360015563239,-0.004789702676827556,-0.004763573825346877,-0.0036713650630237882,-0.0037284292995155583,-0.002509221393421974,-0.002478400723412216,-0.0016680700707094973,-0.0016889878486584147,0.9620023908981316
t0_count_total,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,7.0,9.0,False,False,0.211,0.191,1.602,1.6234,1.27248387621031,1.260845515176746,0.0,0.0,6.0,8.0,0.016817501895360878,0.016817501895360878,0.0,0.0,0.9908538243571179,0.9999999999989999,0.02,0.8542864267989009,0.03539999999999985,0.002990518756356308,False,,0.03980802065171719,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,0.9617159900086489
mean_amplitude_all,float64,float64,1000.0,10000.0,1000.0,10000.0,1.0,1.0,0.0,0.0,890.0,7191.0,False,False,0.0,0.0,0.42340144367127086,0.4227585657634367,0.07026471389406336,0.06914707466250511,0.05381944444444444,0.026041666666666664,0.65,0.75,-0.009149370604344693,0.009149370604344693,0.004394095434211995,0.004394095434211995,0.9840938762772536,0.9732905603391417,0.0212,0.8018152570477944,0.002724155688797882,0.0054042845556169,False,,0.04014775059417359,0.23593229166666665,0.24822645833333334,0.30857604166666663,0.3060695496632997,0.3783365885416667,0.37920500578703703,0.42537847222222225,0.42578125,0.47,0.46842013888888884,0.5312556818181818,0.5275,0.5714285714285714,0.5833333333333334,0.9614018772128867
